	PhraseId	SentenceId	Phrase	Sentiment
31574	31575	1479	Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .	3
31594	31595	1480	Weighty and ponderous but every bit as filling as the treat of the title .	3
31610	31611	1481	There 's an excellent 90-minute film here ; unfortunately , it runs for 170 .	1
31625	31626	1482	But it does somehow manage to get you under its spell .	3
31637	31638	1483	Brian Tufano 's handsome widescreen photography and Paul Grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .	4
31664	31665	1484	Uplifting , funny and wise .	3
31668	31669	1485	Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .	2
31704	31705	1486	A poky and pseudo-serious exercise in sham actor workshops and an affected malaise .	0
31722	31723	1487	These characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and I 'm all for that .	3
31756	31757	1488	Just about the surest bet for an all-around good time at the movies this summer .	4
31769	31770	1489	It 's all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .	4
31796	31797	1490	... the efforts of its star , Kline , to lend some dignity to a dumb story are for naught .	1
31817	31818	1491	A sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama .	1
31837	31838	1492	That ` Alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of Witherspoon -LRB- who is always a joy to watch , even when her material is not first-rate -RRB- ...	3
31880	31881	1493	Starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and Bruce Willis with a scar .	0
31912	31913	1494	World Traveler might not go anywhere new , or arrive anyplace special , but it 's certainly an honest attempt to get at something .	3
31934	31935	1495	You would n't want to live waydowntown , but it is a hilarious place to visit .	3
31951	31952	1496	Too intensely focused on the travails of being Hal Hartley to function as pastiche , No Such Thing is Hartley 's least accessible screed yet .	1
31981	31982	1497	A simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .	4
32003	32004	1498	Those who do n't entirely ` get ' Godard 's distinctive discourse will still come away with a sense of his reserved but existential poignancy .	3
32029	32030	1499	Yes , soar .	3
32033	32034	1500	A genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives .	4
32061	32062	1501	Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other .	0
32078	32079	1502	Qutting may be a flawed film , but it is nothing if not sincere .	2
32093	32094	1503	has far more energy , wit and warmth than should be expected from any movie with a `` 2 '' at the end of its title .	3
32115	32116	1504	Throughout , Mr. Audiard 's direction is fluid and quick .	3
32126	32127	1505	A painfully slow cliche-ridden film filled with more holes than Clyde Barrow 's car .	1
32142	32143	1506	A wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters ' decisions only unsatisfactorily .	0
32167	32168	1507	One of the best looking and stylish animated movies in quite a while ...	4
32178	32179	1508	Nicole Kidman evolved from star to superstar some time over the past year , which means that Birthday Girl is the kind of quirkily appealing minor movie she might not make for a while .	3
32212	32213	1509	It seems Grant does n't need the floppy hair and the self-deprecating stammers after all .	2
32228	32229	1510	Oops , she 's really done it this time .	2
32236	32237	1511	The characters are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life .	4
32253	32254	1512	Jackson is always watchable .	3
32256	32257	1513	Deep intelligence and a warm , enveloping affection breathe out of every frame .	4
32270	32271	1514	Terry is a sort of geriatric Dirty Harry , which will please Eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man .	3
32306	32307	1515	-LRB- Soderbergh -RRB- tends to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence , and he creates an overall sense of brusqueness .	1
32340	32341	1516	It 's fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark .	3
32367	32368	1517	Predecessors The Mummy and The Mummy Returns stand as intellectual masterpieces next to The Scorpion King .	1
32383	32384	1518	A really good premise is frittered away in middle-of-the-road blandness .	1
32396	32397	1519	Yet another entry in the sentimental oh-those-wacky-Brits genre that was ushered in by The Full Monty and is still straining to produce another smash hit .	1
32423	32424	1520	Time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .	4
32439	32440	1521	In his role of observer of the scene , Lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .	1
32468	32469	1522	While Insomnia is in many ways a conventional , even predictable remake , Nolan 's penetrating undercurrent of cerebral and cinemantic flair lends -LRB- it -RRB- stimulating depth .	3
32500	32501	1523	The Pianist -LRB- is -RRB- a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .	4
32526	32527	1524	It does n't reach them , but the effort is gratefully received .	3
32539	32540	1525	Jam-packed with literally bruising jokes .	2
32547	32548	1526	Seems like someone going through the motions .	1
32551	32552	1527	While I ca n't say it 's on par with the first one , Stuart Little 2 is a light , fun cheese puff of a movie .	3
32574	32575	1528	And he allows a gawky actor like Spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range .	3
32603	32604	1529	The Chateau belongs to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms ... is a nonstop hoot .	3
32629	32630	1530	The film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made Spy Kids a surprising winner with both adults and younger audiences .	0
32660	32661	1531	At once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance .	1
32687	32688	1532	What is the filmmakers ' point ?	2
32691	32692	1533	Maid in Manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .	0
32719	32720	1534	Wonderful fencing scenes and an exciting plot make this an eminently engrossing film .	3
32735	32736	1535	Another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it .	2
32763	32764	1536	The concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .	3
32800	32801	1537	Many of Benjamins ' elements feel like they 've been patched in from an episode of Miami Vice .	2
32820	32821	1538	There are a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall .	3
32846	32847	1539	The Way Home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness .	3
32881	32882	1540	An ugly , revolting movie .	1
32887	32888	1541	It never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .	3
32911	32912	1542	Like Kissing Jessica Stein , Amy 's Orgasm has a key strength in its willingness to explore its principal characters with honesty , insight and humor .	3
32936	32937	1543	The main problem being that it 's only a peek .	2
32946	32947	1544	As predictable as the outcome of a Globetrotters-Generals game , Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved .	0
